name,url,brand,price,rating,shipping
Women's Empire Waist,https://www.amazon.com/Calvin-Klein-Womens-Empire-Waist/dp/B09DLGBBZT/ref=sr_1_61?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-61,Calvin Klein,86.14,5,0
womens Jewel Neck Tiered Lace Midi Dress,https://www.amazon.com/London-Times-Womens-Petite-Tiered/dp/B09S2LT446/ref=sr_1_62?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-62,London Times,62.62,N/A,0
Women's Aleda Dress,https://www.amazon.com/ASTR-label-womens-Womens-Aleda/dp/B09RC661M1/ref=sr_1_63?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-63,ASTR the label,148,N/A,0
Women's Wanda Draped Asymmetrical Wrap Dress,https://www.amazon.com/Pantora-Womens-Draped-Asymmetrical-Yellow/dp/B08WQ7SZVP/ref=sr_1_64?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-64,Pantora,109,3.2,0
Women's Sleeveless Sequin Lace Bodycon Dress,https://www.amazon.com/Vince-Camuto-Sleeveless-Bodycon-Champagne/dp/B09649RYHC/ref=sr_1_65?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-65,Vince Camuto,179.04,5,0
Women's Cut Out Sleeveless Bodycon Dress,https://www.amazon.com/Speechless-Womens-Sleeveless-Bodycon-Dress/dp/B093X6P63J/ref=sr_1_66?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-66,Speechless,55.1,4.5,0
Women's Melina Rib Dress,https://www.amazon.com/SUPPLY-Womens-Melina-Dress-Medium/dp/B08WN7J1RM/ref=sr_1_67?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-67,Z Supply,68,4.7,0
Women's Ruched Bodycon Strapless Dress,https://www.amazon.com/Speechless-Womens-Ruched-Bodycon-Strapless/dp/B09F9TZWW7/ref=sr_1_68?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-68,Speechless,45.51,N/A,0
Women's Cowl Neck Spaghetti Strap Satin Dress,https://www.amazon.com/Speechless-Womens-Spaghetti-Strap-Medium/dp/B09F9WD7Q7/ref=sr_1_69?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-69,Speechless,34.61,2,0
Women's Cozy Knit Relaxed-Fit Long-Sleeve Raglan Sweatshirt Dress,https://www.amazon.com/Amazon-Brand-Sweatshirt-Chocolate-Heather/dp/B08XXRMMFK/ref=sr_1_70?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-70,Daily Ritual,8.98,4.2,0
Women's Plus Size Dress with Keyhole Cutout,https://www.amazon.com/Alex-Evenings-Womens-Keyhole-Regular/dp/B0795169DZ/ref=sr_1_71?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-71,Alex Evenings,205.86,4.1,0
womens V-neck Dress With Ruching Details at Shoulders and Waist,https://www.amazon.com/London-Times-Ruching-Shoulders-Festival/dp/B09QMRBDQ2/ref=sr_1_72?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-72,London Times,58.4,3.7,0
womens Invisible Tucks Dress,https://www.amazon.com/London-Times-Womens-Invisible-Tucks/dp/B09NL8QFW8/ref=sr_1_73?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-73,London Times,58.11,N/A,0
Indy Womens Sleeveless Maxi Dress,https://www.amazon.com/Mud-Pie-Womens-Dress-Stripe/dp/B09DD6P42T/ref=sr_1_74?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-74,Mud Pie,84.37,3.7,0
Womens Classic Surf Dress,https://www.amazon.com/Rip-Curl-Classic-Surf-Dress/dp/B096FHFDKP/ref=sr_1_75?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-75,Rip Curl,39.9,5,0
Women's Sleeveless Sheath with Contrast Ruffle Detail Dress,https://www.amazon.com/Calvin-Klein-Womens-Sleeveless-Contrast/dp/B07PWDZRQZ/ref=sr_1_76?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-76,Calvin Klein,70.18,4.8,0
Womens Modest Teacher Midi Casual Dress with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg2_1?ie=UTF8&adId=A030180223MPVA87KK3M3&url=%2FSummer-Modest-Cotton-Empire-Teacher%2Fdp%2FB07FP3JRLY%2Fref%3Dsr_1_77_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782900%26s%3Dapparel%26sr%3D1-77-spons%26psc%3D1&qualifier=1655782900&id=3389080170232192&widgetName=sp_mtf,Simier Fariry,33.99,4.3,0
Women's Casual Summer Dress Midi Length T Shirt Tunic Short Sleeve Long Beach Dress Loose Fit with Pockets,https://www.amazon.com/Jayscreate-Womens-Casual-Summer-Pockets/dp/B09NXN1NNN/ref=sr_1_78_sspa?keywords=Women%27s%2BDresses&qid=1655782900&s=apparel&sr=1-78-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyR09GRTVYWlZXV1I2JmVuY3J5cHRlZElkPUEwMjAxNzU3MTFROEhIN0JHUlJIRyZlbmNyeXB0ZWRBZElkPUEwMzg3Nzg1M1ZERzJUQldYWVYxWiZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1&psc=1,Jayscreate,28.99,4,0
Women's Short/Long Sleeve T-Shirt Dresses Casual Ruffle Swing Dress with Pockets,amazon.com/TAOHUADAO-Womens-Dresses-Pockets-X-Large/dp/B09N8PFY24/ref=sr_1_79_sspa?keywords=Women%27s%2BDresses&qid=1655782900&s=apparel&sr=1-79-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyR09GRTVYWlZXV1I2JmVuY3J5cHRlZElkPUEwMjAxNzU3MTFROEhIN0JHUlJIRyZlbmNyeXB0ZWRBZElkPUEwODI0NjI2UkNSQ1RGQ0hHVUdPJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1&psc=1,TAOHUADAO,29.99,4.3,0
Womens Summer Mesh Ruched Dress Sexy V Neck Ruffle Flutter Short Sleeve Stretchy Bodycon Party Dresses,https://www.amazon.com/BAISHENGGT-Flutter-Stretchy-Bodycon-Dresses/dp/B09YLVTPGZ/ref=sr_1_80_sspa?keywords=Women%27s%2BDresses&qid=1655782900&s=apparel&sr=1-80-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyR09GRTVYWlZXV1I2JmVuY3J5cHRlZElkPUEwMjAxNzU3MTFROEhIN0JHUlJIRyZlbmNyeXB0ZWRBZElkPUEwNzczMDE1M0w5WjhUTU9SMUw4MiZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1&psc=1,BAISHENGGT,32.99,5,0
Women's Essential Long Sleeve Eden Wrap Dress,https://www.amazon.com/GUESS-Womens-Essential-Sleeve-Dress/dp/B0949DCMM9/ref=sr_1_81?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-81,GUESS,45.94,3.1,0
Women's Plus Size Midi Scoop Neck Shift Dress with Jacket,https://www.amazon.com/Alex-Evenings-Womens-Jacket-Regular/dp/B07KQ5RH97/ref=sr_1_82?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-82,Alex Evenings,212.3,4.1,0
Women's Belted A-line Dress,https://www.amazon.com/Club-Monaco-Womens-Belted-LINE/dp/B08T7H36HQ/ref=sr_1_83?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-83,Club Monaco,229,N/A,0
Women's Solid Two-Pocket Short Sleeve Linen Guayabera Dress,https://www.amazon.com/Cubavera-Womens-Two-Pocket-Sleeve-Guayabera/dp/B099C9GKJ3/ref=sr_1_84?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-84,Cubavera,86.08,4.5,0
Women's Kim Short Sleeve Rushed Mini Dress,https://www.amazon.com/Skinnygirl-Womens-Sleeve-Stonewash-Leopard/dp/B08TTRB5FZ/ref=sr_1_85?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-85,Skinnygirl,34.58,3.1,0
Women's Essential Sleeveless Sheath,https://www.amazon.com/Calvin-Klein-Womens-Essential-Sleeveless/dp/B09T9YHRKH/ref=sr_1_86?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-86,Calvin Klein,110.99,N/A,0
Women's Cold Shoulder Dress,https://www.amazon.com/Tommy-Hilfiger-Womens-Shoulder-Forest/dp/B09KR2XVSF/ref=sr_1_87?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-87,Tommy Hilfiger,52.9,4.2,0
Women's Mini Charlotte Dress,https://www.amazon.com/Likely-Womens-Charlotte-Dress-Scarlet/dp/B08WWX5H93/ref=sr_1_88?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-88,LIKELY,228,N/A,0
Women's Essential Sleeveless Cutout Rib Allison Dress,https://www.amazon.com/GUESS-Essential-Sleeveless-Allison-Honeydew/dp/B08YF587P4/ref=sr_1_89?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-89,GUESS,60.92,1,0
Women's Sleeveless Sheath Dress with Draping and Bow Detail at Bodice,https://www.amazon.com/London-Times-Sleeveless-Draping-Twilight/dp/B09Q34X7TP/ref=sr_1_90?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-90,London Times,38.4,3,0
Women's Sequin Velvet Long Sleeve Turtleneck Mini Dress,https://www.amazon.com/MILLY-Womens-Sequin-Velvet-Turtleneck/dp/B07DD9Q55W/ref=sr_1_91?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-91,MILLY,394.19,N/A,0
Women's Shine Frenzy Dress,https://www.amazon.com/BB-Dakota-Steve-Madden-Womens/dp/B09BXPVRF9/ref=sr_1_92?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-92,BB DAKOTA,21.9,N/A,0
Women's #1 Crush Dress,https://www.amazon.com/BB-Dakota-womens-Crush-Casual/dp/B08LKXQYK7/ref=sr_1_93?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-93,BB DAKOTA,44.25,4.4,0
"Women's Geo Printed, Above The Knee Faux Wrap Dress with Tie and Collar",https://www.amazon.com/London-Times-Womens-Printed-Collar/dp/B09P8C73H9/ref=sr_1_94?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-94,London Times,107.46,3.5,0
Women's Zoe Cap Sleeve Plunging Sequin Mini Dress,https://www.amazon.com/Dress-Population-Womens-Sleeve-Plunging/dp/B01MUTBKWV/ref=sr_1_95?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-95,Dress the Population,198,4.1,0
Women's Rib-Knit Drawstring Ruched Bodycon Dress,https://www.amazon.com/Speechless-Rib-Knit-Drawstring-Bodycon-X-Large/dp/B09GW4X9W9/ref=sr_1_96?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-96,Speechless,45.74,5,0
Women's Lace Apron Dress,https://www.amazon.com/Guess-Womens-Apron-Dress-Black/dp/B071L8JV5F/ref=sr_1_97?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-97,GUESS,118,4.2,0
Women's Long Sleeve Faux Wrap Dress,https://www.amazon.com/Maggy-London-Womens-Sleeve-Dress/dp/B09GTWQ9P5/ref=sr_1_98?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-98,Maggy London,138,3.6,0
